id,true_error,text,meta.Binary,true_label,given_label
62466,0,"I think the article needs work. For example, I think ""U.S. late 1980s - 1990s"" should after ""Detroit sound."" ""UK 1990s"" should after ""U.S. late 1980s - 1990s."" What do you think?",1,17.0,13.0
494487,0,"Thanks for blocking this user -- he promptly erased the warnings on his talk page (I put them back).  I guess a block doesn't automatically block the talk page, huh?",1,17.0,21.0
445280,1,I'll do so then. What's the procedure?,0,13.0,21.0
120942,0,"Thank you for caring re: my loss. We go on, because it's all we can ever do, y'know?",1,21.0,13.0
436141,1,What is your take on the Simpson's images problem ? Should I remove them from your user page ?,0,13.0,21.0
71498,0,Who inherits the chiefship of <url> now? Does ''legitimatio per subsequens matrimonium'' apply?,0,13.0,17.0
558288,0,Posted to <url>.  What category are you talking about?,0,13.0,13.0
70669,0,"I have a quick question for you (I'm asking now since I am sure that this is going to be brought up either at the ACR or the FAC, when I finally get there): you've added a ""pp."" for the citation given for the national defense authorization act of 2007, but the rest of the article makes use of the ""p."" system. Shouldn't the ""pp."" be changed to a ""p."" for conformity, or is the use of the ""pp."" correct from the perspective of citation guidelines?",0,13.0,17.0
452781,0,I've been running into your super stub articles while organizing a category. Are these all FOIA requests?,0,13.0,13.0
619622,0,"Should I assume you have eliminated the paragraph ""A high moisture content usually prevents ignition and slows propagation,<url>...""? Could that information be used elsewhere?",0,13.0,19.0
179638,0,I heard he will be on <url>. Do you know what roll he will be on DSDS?,0,13.0,13.0
414928,1,"Apologies, I was busy prod'ding this article when you speedily deleted it, so I inadvertently re-created it.  Can you delete it again, please?",1,21.0,11.0
626049,0,"Well, is there any kind of deadline? I guess I had to hurry?",0,14.0,9.0
51065,0,"""Book"" in question is A4 or thereabouts, and runs to a grand total of 32 pages including covers. It does state that it is a journal of SIAS, No 18 / 1988. There's not much to choose between the two templates though, is there?",0,13.0,9.0
506047,0,Is the bot correct and if so can I assume that is the standard to follow ??,0,13.0,17.0
623738,1,"Firstly, why do you assume I don't care about the content, and secondly, what chance have you given anyone to voice a dissenting opinion? Correct me if I am wrong, but you don't seem to have asked if anyone had a problem with the merge, did you?",-1,5.0,12.0
175262,0,"I see you originally created this article, so maybe you can sort out what looks like some confusion. The article says that it was created by Diotisalvi, and that the church was known from at least 1113, but the <url> article says that he worked in the second half of the 12th century, and created the <url>, which started in 1152. Did he design both?",0,13.0,17.0
557002,0,One oddity is that the Library of Congress isn't officially the U.S. national library; there are only national libraries in Medicine and Agriculture. Do you compare specialized libraries?,0,13.0,9.0
278117,0,Are u the guy on TV Forum using the same name??,-1,13.0,7.0
569076,0,"No, I don't know of any way to measure the number of visitors to articles.  Perhaps someone on the <url> can answer your question?",1,17.0,22.0
95018,1,"Hi Johnuniq, thank you for your edit. Does the file should be deleted/removed from commons then?",1,17.0,25.0
338855,0,"Which little tag are you referring to? As for your second question, that does depend on a couple of things- you can send it through the official OTRS address, if you like, and someone will get to you in due course, but you're welcome to forward the email to me personally at jmilburninfaerun AT gmail.com, and I'll take a look at it for you, and upload the image/explain why it's not possible?",1,17.0,21.0
224940,0,I have just put the article to peer review. Would you care to take a look?,1,21.0,13.0
217866,0,"<url> is based at 340 Laurier Avenue West Ottawa, Ontario K1A 0P9 - It doesn't have a photo posted yet. Is this convenient for you?",1,21.0,13.0
335570,0,"How is it false to state he was the ruler of the PRC - terms such as ""Mao's government"" are used in the article. Can you leave your Marxist personal beliefs at the door?",-1,1.0,5.0
220870,0,"This seems to have become a standard put-down of yours<url>, but can you translate ''Go maith leith scxe9al'' <url> for me?  Or did you mean ''Gabh mo leithscxe9al''?",0,13.0,17.0
291734,0,"Alright, thanks. Where do I find these templates?",0,13.0,17.0
581650,0,"I just checked several of the most important Russian writers and painters and was shocked to see that some very important ones (and also well-known in the Western world) are as yet not in scope of the Biographies Project (think <url>, <url>, <url>, <url>, <url> and <url>). Which raises the question, how many more important persons are not in scope?",0,13.0,9.0
412189,0,"I will find religious advocacy statements.  You don't understand, or disagree, that medical issues are over emphasized in the circumcision article?",-1,9.0,13.0
86372,0,On the mediation page you made a number of statements that I said I would like to discuss with you. Would you be willing to do that <url>?,1,17.0,21.0
175082,0,"Since you are the main contributor to <url>, I figured I should let you know what I would like to do to it. Would you be opposed to <url>, at all?",0,17.0,13.0
565694,0,Sure! How could I have missed that?,1,17.0,13.0
502902,0,Sounds great. Do you think you could add this over at the dicsussion I've started at <url>?,1,21.0,17.0
119196,0,"I just reverted your edits to the <url> page, because you seemed to make a number of major changes without providing an explanation for them, except the word 'Infobox' in your edit summary. Can you provide any references for the changes?",0,17.0,9.0
620617,0,Are you crazy down here?! What the heck is going on?,-1,1.0,2.0
394295,0,I am not sure why <url> is not just in the article <url> as a straight table. Is there some chance the template might be used on another article?,0,13.0,17.0
476067,0,"It's just, what becomes of <url>? Is the mention really there or not?",0,13.0,11.0
306314,0,The icon is appearing before the number and after . Can you have a look ?,0,13.0,17.0
599246,0,In general it isn't a great idea to block an IP address indefinitely although this one seems to be pretty static. Maybe reduce to 6 months rather than indefinite?,0,13.0,15.0
349707,0,"Is it ok to use words like: here are some ""good"" or ""recommended"" reliable secondary sources?  Or does that have to be determined by consensus?",1,17.0,16.0
517758,0,"Well, I bet you got that from stalking me. Are you making a template I can use?",-1,9.0,5.0
47505,0,In <url> you said that Fischer recommended a line in ''My 60 Memorable Games''.  Where is that in the book?,0,13.0,17.0
626608,1,The page just went major revamping through copy-editing. Do you still believe the page has bias?,0,13.0,21.0
379811,0,The thread at <url> ground to a halt. Any way to get this implemented?,0,13.0,17.0
379816,0,"I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?",1,17.0,21.0
287370,0,"The film noir edits are continuing. Given the sockpuppetry, is WP:AIV appropriate without further warnings?",0,13.0,17.0
541234,0,What's up with all those tweaky changes?  Just salting redirects?,-1,9.0,5.0
370484,1,"CG, seems <url> is under attack as having an insufficiently global focus.  Can you add anything there about Australian variants?",0,13.0,21.0
82057,0,How does he rebut it? What can he do?,0,13.0,18.0
630261,1,"I'm sorry to see that. By the way, ""TMI""?",0,17.0,5.0
555762,0,Really? It wasn't that often was it?,0,13.0,17.0
282740,1,<url>???,-1,13.0,1.0
594509,0,While watching the contribs I noticed that the bot blanked <url> which has already been checked and is listed at <url>. Isn't that supposed to be the thing that these lists of MRGs were supposed to prevent?,-1,13.0,5.0
625715,0,"When you say you emailed Crystal, do you mean ''Crystal Evans, AKA Country Girl in Girl Authority?'' She was the one who wanted me to recieve the Barnstar?",0,17.0,10.0
421434,0,"It appears that <url> is editing Mike Patton-related articles again, this time <url>. I'm wondering if you think further blocks would be in order, or semi-protection for those articles?",0,17.0,13.0
629922,0,"The reason for the malfunctioning redirects is that the character immediately after ""REDIRECT"" is not an ordinary space, but a ""non-breaking space"", hex code 0xA0.  Out of curiosity: how did you manage to create them?",1,21.0,17.0
424489,0,"Since the ""discussion"" was not advertised at the affected pages, it did not involve the ""community"". Do you not see that?",-1,5.0,9.0
25727,0,"It turns out that the Zelda Collection you referred to in <url> didn't include aLttP, reportedly because the GBA remake was still being sold at that time, so that disc included NES and N64 emulation but left out SNES. Do you have another example?",0,13.0,17.0
333023,0,You may want to look at the nomination.  What did you intend to do?,-1,13.0,5.0
476020,1,"Hi, You may like to look at his page when you have time; I guess it typifies ""guys who want to disseminate info on the subject"" vs ""guys trying to clean dab pages"". Or am I missing something somewhere?",0,13.0,21.0
327166,0,"For 2003-04 the Tony Kempster site doesn't show steps, it shows levels (this was before the steps were introduced) - <url> when steps were introduced, the KCL was classed as Step 7 - like the Essex Intermediate League (all of whose club's articles have been deleted) it has never been a Step 6 league (hence no-one objecting to the other ten articles being deleted earlier in the week. Can you reinstate the prod so save the hassle of an AfD?",0,13.0,17.0
194173,0,"Useful image indeed. Do you happen to have a source to add to the powergrid image, so we can use it in the articles as a verified thing?",0,17.0,13.0
200951,0,<url> seems to attract a good bit of vandalism for some reason.  Do you think there's anything else that could be done to quash that?,0,13.0,17.0
98679,0,I'm looking for a diff by yours where you compared administrator corruption to what happened to students during the <url>. Do you happen to know where is that diff?,0,13.0,17.0
624829,0,"Sorry, I understand, the bot has just moved the category of the sub-cat, not merged it. Is the bot going to proceed to the next layer - or does that have to be done manually?",1,16.0,18.0
98675,0,"Hi, StuRat. Do you want to participate in <url>?",1,17.0,13.0
510755,0,"I recently was approved for VandalProof, and I installed everything and stuff, but I'm confused on how it is actually run, like what do I click to start it. Could you please help me a little?",1,17.0,18.0
408037,0,ARSBot seems to not be working? Can it be turned back on?,0,13.0,13.0
618765,1,"Lunch sounds great, Rocket. Do you have an e-mail address I can use to get in touch with you?",1,17.0,25.0
481226,1,That image is CC and has a link to its source. What is it missing?,0,9.0,19.0
392297,1,I happened to notice this odd edit here: <url>. A weird thing for an anon IP to do?,0,13.0,21.0
623393,0,Sorry... haven't unblocked many people before. Is it ok now?,1,17.0,13.0
592353,1,"That is actually quite a fair percentage, less than sixty six point six percent approval and the tool is not continued. What percentage of support do think is needed?",0,13.0,21.0
624753,0,"Nice work, that explains it quite clearly! Any idea who came up with the scheme?",1,21.0,15.0
404271,0,"I've wikified this and added some categories. Any idea of his dates, and is he still alive?",0,13.0,13.0
13289,0,"""...which are not funding by the government..."". Should that nor read ""...which are not '''''funded''''' by the government...""?",0,13.0,9.0
441179,0,"Referring to the Nomination for Deletion <url>, you suggest that Bill4Time be ""mentioned"" under List of Legal Software. Would that enable the Bill4Time Wikipedia page to still exist?",0,13.0,17.0
357200,0,"Just FYI, I have decided to be <url> and remove the screenshot at the top of the article.  There is already a link to a mirror of goatse.cx in external links, so why force readers to look at that?",-1,9.0,13.0
490623,1,I'll also add some categories to cover the collaboration nomination procedure and we should think about setting up a project <url>.  Can you think of anything else that we need to tag that could be better handled through the comicsproj template than a banner on the front page?,0,13.0,21.0
484092,0,You blocked <url> earlier today: now we have <url> (<url>) (<url>). He's only done one nonsense page so far: is the name similarity enough to block as a sock?,0,13.0,9.0
401735,1,"Hi, Schutz; it's still busted.  Would it be OK with you if I asked GimmeBot to take over the mainpage bolding?",1,17.0,25.0
329691,1,"In last few decencies many new theories occured about it, some prominent historians are involved from all ex-Yugoslav republics, with the same general idea - Slavic speakers were present in the Balkans much earlier, some claims say even from 1st century AD. What is said by ""your"" sources about it?",0,13.0,21.0
342260,0,"Hi, I can run a newsletter bot for you, WesleyDodds. Whatcha need me to deliver?",1,17.0,17.0
126136,0,"Hi there, it looks like the moving editor has added a bunch of references to the talk page supporting the fact Toto is no longer formally referred to as Moorland Totilas.  Do you think if we added one or more of the refs he's added on the talk page to the article we could move it back?",1,17.0,21.0
569261,0,I have applied to become an admin but no one has voted?  Why is this?,0,13.0,13.0
619639,0,"And after seeing this talk page, I'll also note that there is no difference between scalars in math, physics and computing, those articles should all be merged together. :-/ Maybe you'd be interested in doing such a merge?",1,17.0,16.0
627508,0,"I responded to your talk page comment, encouraging you to try your hand at reworking it.  Good analysis of a potential problem, so why not take a whack at it?",1,17.0,21.0
608589,0,Is this really notable?  Time for an AfD nom?,-1,9.0,13.0
294028,1,"Hi there again, just reminding you that the review must be archived over at WP:Biography as well, not only marked as such in the article Talk page. Do you think Markus's last concern was addressed to his satisfaction?",0,13.0,21.0
241090,0,"Hey, I'm back for a little, but can't stay too long - busy day.  What's up?",0,13.0,19.0
415088,0,I'm running out of ideas of useful edits to do. Have you got any ideas?,0,15.0,13.0
391212,0,"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary.  Can you up-date the link?",0,13.0,18.0
146267,0,"Everything about <url> looks fantastic, but.. going to |2 instead of |30em seems like a major step back. Is there a reason for it?",1,17.0,20.0
84242,0,"I wonder if it would ever be worth doing an article on G&S scholarship? You know, cover the major discoveries, describe the evolution of the field... or is that too likely to hit problems?",1,21.0,13.0
583139,0,"It was nominated for speedy deletion because he wasn't notable. However, if I undelete the page, will you improve the article and be able to provide decent sources to help his notability?",1,17.0,19.0
204288,0,You seem to have an agenda of denying that some of the ancients were pedophiles. Why?,-1,9.0,2.0
452844,0,"Wait a minute! I've done plenty of good edits, where did they all go?",-1,13.0,9.0
179445,1,I'm surprised no one has seen my sneaky joke category addition. Can I put <url> in there as well?,0,13.0,21.0
62798,0,"How do I sign up to volunteer for the Missing TV encyclopedia articles project? Do I just add my name to the list of ""This project is maintained by..."", or something else?",0,13.0,17.0
607236,0,"The three readings given for that kanji are &#12395;&#12435; (nin), &#12375;&#12398;&#12406; (shinobu), and &#12375;&#12398;&#12403; (shinobi).  So what's the reading of this word &#19981;&#24525;?",0,13.0,9.0
623144,0,"I've added a note to <url> to explain the dating; there's another couple of places it should go, but I don't want to start putting it in 'til you've seen it. What do you reckon?",1,17.0,15.0
157481,0,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",0,17.0,13.0
333566,1,"Six months ago was episode 10, and has peter not been in every episode up to and including that? Seriously, where are you getting your figures?",-1,5.0,12.0
242132,0,I noticed you reverted a deletion on FC Bayern's wikipedia page. Do we know if Stephan Fxfcrstner has been loaned out to any club like Christian Lell went to FFC Koeln or like Mats Hummels did to Burussia Dortmund?,0,13.0,19.0
563652,1,"Hi GW.. I was a bit bored today, so I made this: <url>.. What do you think so far?",0,13.0,21.0
206259,1,"Also, both <url> and <url> wikilink ""hiatus"", which goes to a disambiguation page. What meaning of the word did you intend?",0,13.0,21.0
442153,0,I hope Ed's doesn't look like mine. Wait--what is this navbar we're talking about?,-1,13.0,9.0
252057,0,"To whom are you referring, Hipicrite? Who has a ""secret opinion""?",-1,1.0,5.0
430433,0,Helllo?????,-1,5.0,9.0
628524,1,"That sounds like they are just ""general use"" of the word, so in each article delink and (if needed) explain that, in this context, diaphragm means a divider - or just rewrite without the word diaphragm, or use a link to wiktionary. In fact, should linking to wiktionary be a standard way to clear up some of the links to dab pages?",0,13.0,21.0
330453,0,By the way: Do you know how to remove the spaces created below the project banner when others are placed below it? And how to make capitalisation of the rating not matter?,1,17.0,21.0
589985,0,"PS I also am wondering about the letter ""ll"". It seems, like the Welsh <url>, to have a particular (and tricky) pronunciation, but thereu2019s nothing on the <url> or <url> pages about it: Can you shed any light on this?",0,13.0,17.0
31574,1,I notice that to the <url> and <url> pages edited '''''Gorka''''' '''Josxe9 Unda Velasco''' and changed it to simply ''Gorka''. Why?,-1,13.0,3.0
50885,0,I know this is a bit outside your usual territory but I wonder if you would be interested in helping us get <url> to FA status in time for the 50th anniversary of the line's closure on 10 June 2011? A question has also arisen in connection with the proper referencing of a journal article using the sfn template: when quoting a journal article - say from January 2010 - should the correct formulation be <nowiki><person></nowiki> or should the month be dropped?,1,17.0,13.0
23602,0,"I have provided links to the discussions held about the merging back when it was executed.  I suppose...do we need more discussion about it, then?",0,13.0,16.0
503088,0,"<url> finally got created, but I'm wondering whether it should be merged with <url>. Can it be expanded?",0,13.0,17.0
584305,0,"Thank you, Cremepuff222, for the kind words. :) How have you been?",1,21.0,25.0
472273,0,"""Redirecting is blanking"" would be more accurate. Or maybe ""redirecting is redirecting""?",0,13.0,9.0
8536,0,"Hi. How do you think, is <url> of FL quality?",1,17.0,13.0
629158,0,Spam filter? Do you mean your post was reverted?,0,13.0,10.0
258629,0,"Excellent, thanks! I wonder if it's worth temporarily uploading a cropped image for the main page, as 100x100 is really very small?",1,17.0,23.0
133829,0,A talk page is like your office desk. How does the typical office desk of a professor look like?,0,13.0,13.0
115277,0,"Thanks for adding the WSL windmill picture. I see you are in Belgium, any chance of adding more pictures to the various lists?",1,21.0,17.0
630455,0,P m i meetin teddy & snowy today??,0,13.0,11.0
511695,0,Hi.  Is there no chance that you could take a photograph of RCMP officers in the uniform we don't have a picture of?,0,17.0,9.0
336665,0,"Hmm, well I'll see before judging.  Does it also allow them to be listed from newest-to-oldest and separated into Russian and English references?",0,13.0,16.0
476205,0,"I know <url> is one, what about <url>? Shouldn't it also be a primary topic or are there actual rules which discourage practice of ""all caps""?",0,13.0,14.0
471193,0,"I found that you have participated in the last <url> concerning the use of flag icons, but I wonder why it appears that the talk reached to an end without a real guideline or consensus. Would you consider restarting a guideline proposal which indicates when these tiny flags should be used (or at least when they should not be)?",0,13.0,17.0
375063,0,The English Wikipedia seems to be the only one still up. Does anybody know what is going on?,0,13.0,17.0
196624,0,I would like to create a few plots. Where can I access the geologic temperature record raw data?,0,13.0,17.0
317892,1,"it was not the first fully automated space docking operation with a space station, like I said progress does it all the time, they use the same system made by the russians. Can you find a source for that?",0,13.0,2.0
564946,0,"Hi there, I've raised the possibility of unprotecting the tamazepam page <url>. What are your thoughts?",1,21.0,25.0
475938,1,"I have to ask, why are you separating topics into different sections? And was I right in my edits to <url>?",0,13.0,21.0
475688,0,Done. Does Adam Hunter need your disambig-style touch?,-1,13.0,5.0
472643,0,What just happened? Is this recent or the stuff that happened a few days ago?,0,13.0,17.0
261906,1,Yellowmonkey has told me we need another FAR delegate and recommended you for the job. Is that something you're willing to do?,1,17.0,25.0
110607,1,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",1,17.0,25.0
489092,0,"You deleted this, but somehow it still shows up on the parent category's page <url>.  Is this normal and/or can you fix this?",0,13.0,17.0
74581,0,About your last edit to <url>.  Do you have a source?,0,13.0,17.0
508465,0,Thank you for deleting the attack page I tagged.  Should <url> be blocked for creating it?,1,17.0,22.0
373300,0,I'm curious as to why you chose to <url> a full two minutes after my last comment?  Am I to take this as a sign you are no longer willing to discuss the issue?,-1,9.0,5.0
64850,0,<url> has been promoted to A-class. Shouldn't that score?,-1,13.0,5.0
458314,0,You know there's no excuse for the edits you're making related to your position at <url>. This has to go to <url>; would you like to make the report?,-1,9.0,13.0
625345,0,"I did that already, a while back. Is there another one to block?",0,13.0,11.0
530060,0,"Excellent, thank you! Can you also delete the <url> from en and move hooks from the <url> to <url>?",1,21.0,21.0
22116,0,"Hi, Scottalter. Did you read <url> about it?",0,13.0,13.0
378649,0,My request to move the Jotated A (Cyrillic) article to A iotified has generated a bit of <url>.  I wondered if you wanted to express an opinion?,0,17.0,16.0
13528,0,"I appreciate your effort to seek consensus through a merge proposal before merging <url> to <url>, but as you are no doubt aware, no one participated in the discussion, meaning that while there was no articulated consensus against it, there was also no consensus for it. May I recommend undoing the merge for now, re-opening the discussion, and seeking wider input at the relatively large number of WikiProjects that handle those articles?",1,17.0,21.0
558599,0,"Thanks. Do you feel the information is ""weak"" or is it just too complex?",1,17.0,13.0
351597,0,"Can you explain what you mean by ''""Randi, paranormal, Larry King etc. are all redundant redundant""''?",-1,13.0,5.0
476165,0,"... is discouraged, but should redirects be created for situations like <url>? Inclusively, I believe you once told me that something like <url> should be changed per the guideline?",0,13.0,11.0
204861,0,"I don't see how you can use this to discount his trustworthiness and oppose him.  If there is consensus to promote among several bureaucrats, what's it matter who  actually presses the button?",-1,9.0,5.0
629469,0,I have always maintained a control of the military section and I can check up the names in the educational section. Which section would you like to clean-up?,1,17.0,21.0
453909,0,"Here's my question, just to be clear, is it possible for the owner to release the picture under a lower resolution for Wikipedia and at the same time retaining the ownership of the higher resolution version? If it is, can you help me process this image?",1,17.0,21.0
622364,0,"Just checked; no such animal. How much alteration would I need to dou2014would a computer-gen silhouette be enough, or would I need to hand-draw and scan a silhouette?",0,13.0,16.0
137105,0,":I have blocked them for 24 hours, noting that continued soapboxing will attract further sanctions and a suggestion they take any complaint regarding my actions to ANI. Let us see what the future brings, then?",0,13.0,18.0
513103,1,"It isn't clear to me that he knew WHO Amorrow was, someone has left a message that will hopefully set him straight. Do you have a link to the blog?",0,13.0,21.0
619971,0,That's a good idea. What about army and corps HQs though?,1,17.0,13.0
604930,0,"Do you also consider this ""alternative view"" http://en.wikipedia.org/wiki/Holocaust#Holocaust_denial ? How about this  http://en.wikipedia.org/wiki/Denial_of_the_Armenian_Genocide ?",0,13.0,13.0
627641,1,"I forgot to add, above, that Jed's site also hosts some anti-CF papers.  So, if ALL the papers there are garbage, those would be, too, right?",0,15.0,5.0
523919,0,"There's been a slow revert war occurring between <url> and <url> over the Katja Kassin article and I've just left a strongly worded suggestion that they hash out their differences in the article's talk page. Could you keep an eye on the article for a day or two, just to make sure they stop reverting and start discussing?",1,17.0,21.0
379796,0,"Hoi TheDJ, ik denk dat jij <url> Michaelovic wel even de goede richting uit kan helpen. Kan jij even kijken?",0,13.0,13.0
332363,0,"Fair enough on the general murder victims. But Kriss Donald was British, was he not?",-1,13.0,9.0
619951,0,Are they here? Who?,0,13.0,9.0
379791,0,The new features of Hotcat are excellent: whom do I thank for this? :-) Are you still its maintainer?,1,21.0,13.0
627083,0,Subukan kong ipagtatanong-tanong ang pangalan ng lola mo sa mga kaibigan kong native dito. Sa Tuguegarao ba siya/sila mismo o sa ibang mga karatig-bayan?,-1,13.0,13.0
81992,0,Really? Why?,-1,9.0,13.0
251179,0,"Hi, ixb4d like to know why are you constantly removing all information i put in your scm comparison about Plastic SCM. donxb4t we have the right to show there our information as the rest of users?",-1,13.0,5.0
462974,1,"While the Curriculum and Campus sections could use some references, i think this is ready to go live. Do you know how to move this to the main article space?",0,13.0,21.0
406829,0,"I do have one semi-newbie question: I made some edits under my IP before registering (<url>) and would like to ""claim"" them now that I have registered. Do you know if that's possible, and if so, how to go about it?",1,17.0,16.0
99532,0,I see you don't edit the heats from morning session. Will you be here for the finals ?,0,13.0,9.0
341809,0,"Just had a look at <url>, and oh dear god. Any interest?",0,13.0,9.0
36550,0,"Hello Jeffq, I noticed you revert vandalism occasionally. Would you like me to grant your account <url> to help you revert vandalism more easily?",1,25.0,17.0
476584,0,Something's still not right with me here. Think you can perform one of those cleanups?,-1,13.0,9.0
